,Name,Gender,letters,name_length,gen_code,encoded_names
1304,<SOS>lars<EOS>       ,boy,"['l', 'a', 'r', 's']",4,1.0,"[1, 14, 3, 20, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
1221,<SOS>auguste<EOS>    ,boy,"['a', 'u', 'g', 'u', 's', 't', 'e']",7,1.0,"[1, 3, 23, 9, 23, 21, 22, 7, 2, 0, 0, 0, 0]"
5521,<SOS>suzy<EOS>       ,girl,"['s', 'u', 'z', 'y']",4,0.0,"[1, 21, 23, 28, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
5733,<SOS>chelsea<EOS>    ,girl,"['c', 'h', 'e', 'l', 's', 'e', 'a']",7,0.0,"[1, 5, 10, 7, 14, 21, 7, 3, 2, 0, 0, 0, 0]"
5862,<SOS>daniela<EOS>    ,girl,"['d', 'a', 'n', 'i', 'e', 'l', 'a']",7,0.0,"[1, 6, 3, 16, 11, 7, 14, 3, 2, 0, 0, 0, 0]"
386,<SOS>johnny<EOS>     ,boy,"['j', 'o', 'h', 'n', 'n', 'y']",6,1.0,"[1, 12, 17, 10, 16, 16, 27, 2, 0, 0, 0, 0, 0]"
2540,<SOS>norberto<EOS>   ,boy,"['n', 'o', 'r', 'b', 'e', 'r', 't', 'o']",8,1.0,"[1, 16, 17, 20, 4, 7, 20, 22, 17, 2, 0, 0, 0]"
5924,<SOS>khalilah<EOS>   ,girl,"['k', 'h', 'a', 'l', 'i', 'l', 'a', 'h']",8,0.0,"[1, 13, 10, 3, 14, 11, 14, 3, 10, 2, 0, 0, 0]"
189,<SOS>harrison<EOS>   ,boy,"['h', 'a', 'r', 'r', 'i', 's', 'o', 'n']",8,1.0,"[1, 10, 3, 20, 20, 11, 21, 17, 16, 2, 0, 0, 0]"
4668,<SOS>mira<EOS>       ,girl,"['m', 'i', 'r', 'a']",4,0.0,"[1, 15, 11, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
4130,<SOS>calista<EOS>    ,girl,"['c', 'a', 'l', 'i', 's', 't', 'a']",7,0.0,"[1, 5, 3, 14, 11, 21, 22, 3, 2, 0, 0, 0, 0]"
1161,<SOS>primus<EOS>     ,boy,"['p', 'r', 'i', 'm', 'u', 's']",6,1.0,"[1, 18, 20, 11, 15, 23, 21, 2, 0, 0, 0, 0, 0]"
195,<SOS>russell<EOS>    ,boy,"['r', 'u', 's', 's', 'e', 'l', 'l']",7,1.0,"[1, 20, 23, 21, 21, 7, 14, 14, 2, 0, 0, 0, 0]"
1007,<SOS>paris<EOS>      ,boy,"['p', 'a', 'r', 'i', 's']",5,1.0,"[1, 18, 3, 20, 11, 21, 2, 0, 0, 0, 0, 0, 0]"
1086,<SOS>obe<EOS>        ,boy,"['o', 'b', 'e']",3,1.0,"[1, 17, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
2149,<SOS>therman<EOS>    ,boy,"['t', 'h', 'e', 'r', 'm', 'a', 'n']",7,1.0,"[1, 22, 10, 7, 20, 15, 3, 16, 2, 0, 0, 0, 0]"
5337,<SOS>sandie<EOS>     ,girl,"['s', 'a', 'n', 'd', 'i', 'e']",6,0.0,"[1, 21, 3, 16, 6, 11, 7, 2, 0, 0, 0, 0, 0]"
2629,<SOS>anthoney<EOS>   ,boy,"['a', 'n', 't', 'h', 'o', 'n', 'e', 'y']",8,1.0,"[1, 3, 16, 22, 10, 17, 16, 7, 27, 2, 0, 0, 0]"
1170,<SOS>vaughn<EOS>     ,boy,"['v', 'a', 'u', 'g', 'h', 'n']",6,1.0,"[1, 24, 3, 23, 9, 10, 16, 2, 0, 0, 0, 0, 0]"
1360,<SOS>ingram<EOS>     ,boy,"['i', 'n', 'g', 'r', 'a', 'm']",6,1.0,"[1, 11, 16, 9, 20, 3, 15, 2, 0, 0, 0, 0, 0]"
5282,<SOS>suzette<EOS>    ,girl,"['s', 'u', 'z', 'e', 't', 't', 'e']",7,0.0,"[1, 21, 23, 28, 7, 22, 22, 7, 2, 0, 0, 0, 0]"
684,<SOS>bernhard<EOS>   ,boy,"['b', 'e', 'r', 'n', 'h', 'a', 'r', 'd']",8,1.0,"[1, 4, 7, 20, 16, 10, 3, 20, 6, 2, 0, 0, 0]"
6286,<SOS>ieshia<EOS>     ,girl,"['i', 'e', 's', 'h', 'i', 'a']",6,0.0,"[1, 11, 7, 21, 10, 11, 3, 2, 0, 0, 0, 0, 0]"
4799,<SOS>dominga<EOS>    ,girl,"['d', 'o', 'm', 'i', 'n', 'g', 'a']",7,0.0,"[1, 6, 17, 15, 11, 16, 9, 3, 2, 0, 0, 0, 0]"
4337,<SOS>roxy<EOS>       ,girl,"['r', 'o', 'x', 'y']",4,0.0,"[1, 20, 17, 26, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
1348,<SOS>ella<EOS>       ,boy,"['e', 'l', 'l', 'a']",4,1.0,"[1, 7, 14, 14, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
5373,<SOS>pamelia<EOS>    ,girl,"['p', 'a', 'm', 'e', 'l', 'i', 'a']",7,0.0,"[1, 18, 3, 15, 7, 14, 11, 3, 2, 0, 0, 0, 0]"
4429,<SOS>rebekah<EOS>    ,girl,"['r', 'e', 'b', 'e', 'k', 'a', 'h']",7,0.0,"[1, 20, 7, 4, 7, 13, 3, 10, 2, 0, 0, 0, 0]"
4377,<SOS>artelia<EOS>    ,girl,"['a', 'r', 't', 'e', 'l', 'i', 'a']",7,0.0,"[1, 3, 20, 22, 7, 14, 11, 3, 2, 0, 0, 0, 0]"
5750,<SOS>alexandria<EOS> ,girl,"['a', 'l', 'e', 'x', 'a', 'n', 'd', 'r', 'i', 'a']",10,0.0,"[1, 3, 14, 7, 26, 3, 16, 6, 20, 11, 3, 2, 0]"
3934,<SOS>rillie<EOS>     ,girl,"['r', 'i', 'l', 'l', 'i', 'e']",6,0.0,"[1, 20, 11, 14, 14, 11, 7, 2, 0, 0, 0, 0, 0]"
402,<SOS>adrian<EOS>     ,boy,"['a', 'd', 'r', 'i', 'a', 'n']",6,1.0,"[1, 3, 6, 20, 11, 3, 16, 2, 0, 0, 0, 0, 0]"
4183,<SOS>vessie<EOS>     ,girl,"['v', 'e', 's', 's', 'i', 'e']",6,0.0,"[1, 24, 7, 21, 21, 11, 7, 2, 0, 0, 0, 0, 0]"
3270,<SOS>ronan<EOS>      ,boy,"['r', 'o', 'n', 'a', 'n']",5,1.0,"[1, 20, 17, 16, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
99,<SOS>calvin<EOS>     ,boy,"['c', 'a', 'l', 'v', 'i', 'n']",6,1.0,"[1, 5, 3, 14, 24, 11, 16, 2, 0, 0, 0, 0, 0]"
1211,<SOS>pearley<EOS>    ,boy,"['p', 'e', 'a', 'r', 'l', 'e', 'y']",7,1.0,"[1, 18, 7, 3, 20, 14, 7, 27, 2, 0, 0, 0, 0]"
5574,<SOS>jonna<EOS>      ,girl,"['j', 'o', 'n', 'n', 'a']",5,0.0,"[1, 12, 17, 16, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
3569,<SOS>naomi<EOS>      ,girl,"['n', 'a', 'o', 'm', 'i']",5,0.0,"[1, 16, 3, 17, 15, 11, 2, 0, 0, 0, 0, 0, 0]"
2080,<SOS>halley<EOS>     ,boy,"['h', 'a', 'l', 'l', 'e', 'y']",6,1.0,"[1, 10, 3, 14, 14, 7, 27, 2, 0, 0, 0, 0, 0]"
3868,<SOS>huldah<EOS>     ,girl,"['h', 'u', 'l', 'd', 'a', 'h']",6,0.0,"[1, 10, 23, 14, 6, 3, 10, 2, 0, 0, 0, 0, 0]"
1378,<SOS>oakley<EOS>     ,boy,"['o', 'a', 'k', 'l', 'e', 'y']",6,1.0,"[1, 17, 3, 13, 14, 7, 27, 2, 0, 0, 0, 0, 0]"
5070,<SOS>laquita<EOS>    ,girl,"['l', 'a', 'q', 'u', 'i', 't', 'a']",7,0.0,"[1, 14, 3, 19, 23, 11, 22, 3, 2, 0, 0, 0, 0]"
2089,<SOS>enrico<EOS>     ,boy,"['e', 'n', 'r', 'i', 'c', 'o']",6,1.0,"[1, 7, 16, 20, 11, 5, 17, 2, 0, 0, 0, 0, 0]"
3576,<SOS>erma<EOS>       ,girl,"['e', 'r', 'm', 'a']",4,0.0,"[1, 7, 20, 15, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
2846,<SOS>bryson<EOS>     ,boy,"['b', 'r', 'y', 's', 'o', 'n']",6,1.0,"[1, 4, 20, 27, 21, 17, 16, 2, 0, 0, 0, 0, 0]"
1339,<SOS>blanchard<EOS>  ,boy,"['b', 'l', 'a', 'n', 'c', 'h', 'a', 'r', 'd']",9,1.0,"[1, 4, 14, 3, 16, 5, 10, 3, 20, 6, 2, 0, 0]"
429,<SOS>cassius<EOS>    ,boy,"['c', 'a', 's', 's', 'i', 'u', 's']",7,1.0,"[1, 5, 3, 21, 21, 11, 23, 21, 2, 0, 0, 0, 0]"
6472,<SOS>makala<EOS>     ,girl,"['m', 'a', 'k', 'a', 'l', 'a']",6,0.0,"[1, 15, 3, 13, 3, 14, 3, 2, 0, 0, 0, 0, 0]"
162,<SOS>abraham<EOS>    ,boy,"['a', 'b', 'r', 'a', 'h', 'a', 'm']",7,1.0,"[1, 3, 4, 20, 3, 10, 3, 15, 2, 0, 0, 0, 0]"
3144,<SOS>brayan<EOS>     ,boy,"['b', 'r', 'a', 'y', 'a', 'n']",6,1.0,"[1, 4, 20, 3, 27, 3, 16, 2, 0, 0, 0, 0, 0]"
2772,<SOS>kareen<EOS>     ,boy,"['k', 'a', 'r', 'e', 'e', 'n']",6,1.0,"[1, 13, 3, 20, 7, 7, 16, 2, 0, 0, 0, 0, 0]"
3107,<SOS>river<EOS>      ,boy,"['r', 'i', 'v', 'e', 'r']",5,1.0,"[1, 20, 11, 24, 7, 20, 2, 0, 0, 0, 0, 0, 0]"
4029,<SOS>adrienne<EOS>   ,girl,"['a', 'd', 'r', 'i', 'e', 'n', 'n', 'e']",8,0.0,"[1, 3, 6, 20, 11, 7, 16, 16, 7, 2, 0, 0, 0]"
2893,<SOS>deven<EOS>      ,boy,"['d', 'e', 'v', 'e', 'n']",5,1.0,"[1, 6, 7, 24, 7, 16, 2, 0, 0, 0, 0, 0, 0]"
6453,<SOS>jaycie<EOS>     ,girl,"['j', 'a', 'y', 'c', 'i', 'e']",6,0.0,"[1, 12, 3, 27, 5, 11, 7, 2, 0, 0, 0, 0, 0]"
5186,<SOS>roseanne<EOS>   ,girl,"['r', 'o', 's', 'e', 'a', 'n', 'n', 'e']",8,0.0,"[1, 20, 17, 21, 7, 3, 16, 16, 7, 2, 0, 0, 0]"
1536,<SOS>manson<EOS>     ,boy,"['m', 'a', 'n', 's', 'o', 'n']",6,1.0,"[1, 15, 3, 16, 21, 17, 16, 2, 0, 0, 0, 0, 0]"
4148,<SOS>delle<EOS>      ,girl,"['d', 'e', 'l', 'l', 'e']",5,0.0,"[1, 6, 7, 14, 14, 7, 2, 0, 0, 0, 0, 0, 0]"
6484,<SOS>nautica<EOS>    ,girl,"['n', 'a', 'u', 't', 'i', 'c', 'a']",7,0.0,"[1, 16, 3, 23, 22, 11, 5, 3, 2, 0, 0, 0, 0]"
5718,<SOS>jolie<EOS>      ,girl,"['j', 'o', 'l', 'i', 'e']",5,0.0,"[1, 12, 17, 14, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
5893,<SOS>daniele<EOS>    ,girl,"['d', 'a', 'n', 'i', 'e', 'l', 'e']",7,0.0,"[1, 6, 3, 16, 11, 7, 14, 7, 2, 0, 0, 0, 0]"
3788,<SOS>birtie<EOS>     ,girl,"['b', 'i', 'r', 't', 'i', 'e']",6,0.0,"[1, 4, 11, 20, 22, 11, 7, 2, 0, 0, 0, 0, 0]"
6343,<SOS>khadijah<EOS>   ,girl,"['k', 'h', 'a', 'd', 'i', 'j', 'a', 'h']",8,0.0,"[1, 13, 10, 3, 6, 11, 12, 3, 10, 2, 0, 0, 0]"
1884,<SOS>ezell<EOS>      ,boy,"['e', 'z', 'e', 'l', 'l']",5,1.0,"[1, 7, 28, 7, 14, 14, 2, 0, 0, 0, 0, 0, 0]"
4621,<SOS>cleta<EOS>      ,girl,"['c', 'l', 'e', 't', 'a']",5,0.0,"[1, 5, 14, 7, 22, 3, 2, 0, 0, 0, 0, 0, 0]"
1312,<SOS>douglass<EOS>   ,boy,"['d', 'o', 'u', 'g', 'l', 'a', 's', 's']",8,1.0,"[1, 6, 17, 23, 9, 14, 3, 21, 21, 2, 0, 0, 0]"
2027,<SOS>domenico<EOS>   ,boy,"['d', 'o', 'm', 'e', 'n', 'i', 'c', 'o']",8,1.0,"[1, 6, 17, 15, 7, 16, 11, 5, 17, 2, 0, 0, 0]"
3268,<SOS>jagger<EOS>     ,boy,"['j', 'a', 'g', 'g', 'e', 'r']",6,1.0,"[1, 12, 3, 9, 9, 7, 20, 2, 0, 0, 0, 0, 0]"
1902,<SOS>vernal<EOS>     ,boy,"['v', 'e', 'r', 'n', 'a', 'l']",6,1.0,"[1, 24, 7, 20, 16, 3, 14, 2, 0, 0, 0, 0, 0]"
3342,<SOS>luka<EOS>       ,boy,"['l', 'u', 'k', 'a']",4,1.0,"[1, 14, 23, 13, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
4666,<SOS>idabelle<EOS>   ,girl,"['i', 'd', 'a', 'b', 'e', 'l', 'l', 'e']",8,0.0,"[1, 11, 6, 3, 4, 7, 14, 14, 7, 2, 0, 0, 0]"
5310,<SOS>deena<EOS>      ,girl,"['d', 'e', 'e', 'n', 'a']",5,0.0,"[1, 6, 7, 7, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
3511,<SOS>roxie<EOS>      ,girl,"['r', 'o', 'x', 'i', 'e']",5,0.0,"[1, 20, 17, 26, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
2818,<SOS>horacio<EOS>    ,boy,"['h', 'o', 'r', 'a', 'c', 'i', 'o']",7,1.0,"[1, 10, 17, 20, 3, 5, 11, 17, 2, 0, 0, 0, 0]"
6185,<SOS>porsche<EOS>    ,girl,"['p', 'o', 'r', 's', 'c', 'h', 'e']",7,0.0,"[1, 18, 17, 20, 21, 5, 10, 7, 2, 0, 0, 0, 0]"
4232,<SOS>corean<EOS>     ,girl,"['c', 'o', 'r', 'e', 'a', 'n']",6,0.0,"[1, 5, 17, 20, 7, 3, 16, 2, 0, 0, 0, 0, 0]"
1490,<SOS>cash<EOS>       ,boy,"['c', 'a', 's', 'h']",4,1.0,"[1, 5, 3, 21, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
2658,<SOS>che<EOS>        ,boy,"['c', 'h', 'e']",3,1.0,"[1, 5, 10, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
5861,<SOS>keshia<EOS>     ,girl,"['k', 'e', 's', 'h', 'i', 'a']",6,0.0,"[1, 13, 7, 21, 10, 11, 3, 2, 0, 0, 0, 0, 0]"
5303,<SOS>laureen<EOS>    ,girl,"['l', 'a', 'u', 'r', 'e', 'e', 'n']",7,0.0,"[1, 14, 3, 23, 20, 7, 7, 16, 2, 0, 0, 0, 0]"
1648,<SOS>maury<EOS>      ,boy,"['m', 'a', 'u', 'r', 'y']",5,1.0,"[1, 15, 3, 23, 20, 27, 2, 0, 0, 0, 0, 0, 0]"
4760,<SOS>almeta<EOS>     ,girl,"['a', 'l', 'm', 'e', 't', 'a']",6,0.0,"[1, 3, 14, 15, 7, 22, 3, 2, 0, 0, 0, 0, 0]"
1299,<SOS>chauncy<EOS>    ,boy,"['c', 'h', 'a', 'u', 'n', 'c', 'y']",7,1.0,"[1, 5, 10, 3, 23, 16, 5, 27, 2, 0, 0, 0, 0]"
4251,<SOS>mabell<EOS>     ,girl,"['m', 'a', 'b', 'e', 'l', 'l']",6,0.0,"[1, 15, 3, 4, 7, 14, 14, 2, 0, 0, 0, 0, 0]"
287,<SOS>morgan<EOS>     ,boy,"['m', 'o', 'r', 'g', 'a', 'n']",6,1.0,"[1, 15, 17, 20, 9, 3, 16, 2, 0, 0, 0, 0, 0]"
3530,<SOS>cecelia<EOS>    ,girl,"['c', 'e', 'c', 'e', 'l', 'i', 'a']",7,0.0,"[1, 5, 7, 5, 7, 14, 11, 3, 2, 0, 0, 0, 0]"
5429,<SOS>francesca<EOS>  ,girl,"['f', 'r', 'a', 'n', 'c', 'e', 's', 'c', 'a']",9,0.0,"[1, 8, 20, 3, 16, 5, 7, 21, 5, 3, 2, 0, 0]"
4261,<SOS>senora<EOS>     ,girl,"['s', 'e', 'n', 'o', 'r', 'a']",6,0.0,"[1, 21, 7, 16, 17, 20, 3, 2, 0, 0, 0, 0, 0]"
3094,<SOS>jaylon<EOS>     ,boy,"['j', 'a', 'y', 'l', 'o', 'n']",6,1.0,"[1, 12, 3, 27, 14, 17, 16, 2, 0, 0, 0, 0, 0]"
2704,<SOS>demian<EOS>     ,boy,"['d', 'e', 'm', 'i', 'a', 'n']",6,1.0,"[1, 6, 7, 15, 11, 3, 16, 2, 0, 0, 0, 0, 0]"
1750,<SOS>westley<EOS>    ,boy,"['w', 'e', 's', 't', 'l', 'e', 'y']",7,1.0,"[1, 25, 7, 21, 22, 14, 7, 27, 2, 0, 0, 0, 0]"
6000,<SOS>casie<EOS>      ,girl,"['c', 'a', 's', 'i', 'e']",5,0.0,"[1, 5, 3, 21, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
5085,<SOS>marsha<EOS>     ,girl,"['m', 'a', 'r', 's', 'h', 'a']",6,0.0,"[1, 15, 3, 20, 21, 10, 3, 2, 0, 0, 0, 0, 0]"
4824,<SOS>astrid<EOS>     ,girl,"['a', 's', 't', 'r', 'i', 'd']",6,0.0,"[1, 3, 21, 22, 20, 11, 6, 2, 0, 0, 0, 0, 0]"
491,<SOS>lou<EOS>        ,boy,"['l', 'o', 'u']",3,1.0,"[1, 14, 17, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
845,<SOS>edson<EOS>      ,boy,"['e', 'd', 's', 'o', 'n']",5,1.0,"[1, 7, 6, 21, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
4743,<SOS>tomasa<EOS>     ,girl,"['t', 'o', 'm', 'a', 's', 'a']",6,0.0,"[1, 22, 17, 15, 3, 21, 3, 2, 0, 0, 0, 0, 0]"
5115,<SOS>joellen<EOS>    ,girl,"['j', 'o', 'e', 'l', 'l', 'e', 'n']",7,0.0,"[1, 12, 17, 7, 14, 14, 7, 16, 2, 0, 0, 0, 0]"
4695,<SOS>fae<EOS>        ,girl,"['f', 'a', 'e']",3,0.0,"[1, 8, 3, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4553,<SOS>evelena<EOS>    ,girl,"['e', 'v', 'e', 'l', 'e', 'n', 'a']",7,0.0,"[1, 7, 24, 7, 14, 7, 16, 3, 2, 0, 0, 0, 0]"
6684,<SOS>elliana<EOS>    ,girl,"['e', 'l', 'l', 'i', 'a', 'n', 'a']",7,0.0,"[1, 7, 14, 14, 11, 3, 16, 3, 2, 0, 0, 0, 0]"
3501,<SOS>lenora<EOS>     ,girl,"['l', 'e', 'n', 'o', 'r', 'a']",6,0.0,"[1, 14, 7, 16, 17, 20, 3, 2, 0, 0, 0, 0, 0]"
2322,<SOS>ricky<EOS>      ,boy,"['r', 'i', 'c', 'k', 'y']",5,1.0,"[1, 20, 11, 5, 13, 27, 2, 0, 0, 0, 0, 0, 0]"
173,<SOS>phillip<EOS>    ,boy,"['p', 'h', 'i', 'l', 'l', 'i', 'p']",7,1.0,"[1, 18, 10, 11, 14, 14, 11, 18, 2, 0, 0, 0, 0]"
480,<SOS>wyatt<EOS>      ,boy,"['w', 'y', 'a', 't', 't']",5,1.0,"[1, 25, 27, 3, 22, 22, 2, 0, 0, 0, 0, 0, 0]"
1700,<SOS>rance<EOS>      ,boy,"['r', 'a', 'n', 'c', 'e']",5,1.0,"[1, 20, 3, 16, 5, 7, 2, 0, 0, 0, 0, 0, 0]"
1025,<SOS>gaston<EOS>     ,boy,"['g', 'a', 's', 't', 'o', 'n']",6,1.0,"[1, 9, 3, 21, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
6714,<SOS>adamaris<EOS>   ,girl,"['a', 'd', 'a', 'm', 'a', 'r', 'i', 's']",8,0.0,"[1, 3, 6, 3, 15, 3, 20, 11, 21, 2, 0, 0, 0]"
5853,<SOS>cicely<EOS>     ,girl,"['c', 'i', 'c', 'e', 'l', 'y']",6,0.0,"[1, 5, 11, 5, 7, 14, 27, 2, 0, 0, 0, 0, 0]"
5139,<SOS>marla<EOS>      ,girl,"['m', 'a', 'r', 'l', 'a']",5,0.0,"[1, 15, 3, 20, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
5967,<SOS>tarah<EOS>      ,girl,"['t', 'a', 'r', 'a', 'h']",5,0.0,"[1, 22, 3, 20, 3, 10, 2, 0, 0, 0, 0, 0, 0]"
1826,<SOS>gaither<EOS>    ,boy,"['g', 'a', 'i', 't', 'h', 'e', 'r']",7,1.0,"[1, 9, 3, 11, 22, 10, 7, 20, 2, 0, 0, 0, 0]"
4518,<SOS>izetta<EOS>     ,girl,"['i', 'z', 'e', 't', 't', 'a']",6,0.0,"[1, 11, 28, 7, 22, 22, 3, 2, 0, 0, 0, 0, 0]"
434,<SOS>leander<EOS>    ,boy,"['l', 'e', 'a', 'n', 'd', 'e', 'r']",7,1.0,"[1, 14, 7, 3, 16, 6, 7, 20, 2, 0, 0, 0, 0]"
128,<SOS>melvin<EOS>     ,boy,"['m', 'e', 'l', 'v', 'i', 'n']",6,1.0,"[1, 15, 7, 14, 24, 11, 16, 2, 0, 0, 0, 0, 0]"
6674,<SOS>heidy<EOS>      ,girl,"['h', 'e', 'i', 'd', 'y']",5,0.0,"[1, 10, 7, 11, 6, 27, 2, 0, 0, 0, 0, 0, 0]"
901,<SOS>tracy<EOS>      ,boy,"['t', 'r', 'a', 'c', 'y']",5,1.0,"[1, 22, 20, 3, 5, 27, 2, 0, 0, 0, 0, 0, 0]"
2911,<SOS>jairo<EOS>      ,boy,"['j', 'a', 'i', 'r', 'o']",5,1.0,"[1, 12, 3, 11, 20, 17, 2, 0, 0, 0, 0, 0, 0]"
5458,<SOS>kandy<EOS>      ,girl,"['k', 'a', 'n', 'd', 'y']",5,0.0,"[1, 13, 3, 16, 6, 27, 2, 0, 0, 0, 0, 0, 0]"
1851,<SOS>rayford<EOS>    ,boy,"['r', 'a', 'y', 'f', 'o', 'r', 'd']",7,1.0,"[1, 20, 3, 27, 8, 17, 20, 6, 2, 0, 0, 0, 0]"
5136,<SOS>loris<EOS>      ,girl,"['l', 'o', 'r', 'i', 's']",5,0.0,"[1, 14, 17, 20, 11, 21, 2, 0, 0, 0, 0, 0, 0]"
3709,<SOS>avis<EOS>       ,girl,"['a', 'v', 'i', 's']",4,0.0,"[1, 3, 24, 11, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
1154,<SOS>mercer<EOS>     ,boy,"['m', 'e', 'r', 'c', 'e', 'r']",6,1.0,"[1, 15, 7, 20, 5, 7, 20, 2, 0, 0, 0, 0, 0]"
441,<SOS>axel<EOS>       ,boy,"['a', 'x', 'e', 'l']",4,1.0,"[1, 3, 26, 7, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
5088,<SOS>mariann<EOS>    ,girl,"['m', 'a', 'r', 'i', 'a', 'n', 'n']",7,0.0,"[1, 15, 3, 20, 11, 3, 16, 16, 2, 0, 0, 0, 0]"
4442,<SOS>marianna<EOS>   ,girl,"['m', 'a', 'r', 'i', 'a', 'n', 'n', 'a']",8,0.0,"[1, 15, 3, 20, 11, 3, 16, 16, 3, 2, 0, 0, 0]"
6580,<SOS>ainsley<EOS>    ,girl,"['a', 'i', 'n', 's', 'l', 'e', 'y']",7,0.0,"[1, 3, 11, 16, 21, 14, 7, 27, 2, 0, 0, 0, 0]"
6691,<SOS>montserrat<EOS> ,girl,"['m', 'o', 'n', 't', 's', 'e', 'r', 'r', 'a', 't']",10,0.0,"[1, 15, 17, 16, 22, 21, 7, 20, 20, 3, 22, 2, 0]"
2915,<SOS>jaymes<EOS>     ,boy,"['j', 'a', 'y', 'm', 'e', 's']",6,1.0,"[1, 12, 3, 27, 15, 7, 21, 2, 0, 0, 0, 0, 0]"
777,<SOS>ivey<EOS>       ,boy,"['i', 'v', 'e', 'y']",4,1.0,"[1, 11, 24, 7, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
6016,<SOS>princess<EOS>   ,girl,"['p', 'r', 'i', 'n', 'c', 'e', 's', 's']",8,0.0,"[1, 18, 20, 11, 16, 5, 7, 21, 21, 2, 0, 0, 0]"
6223,<SOS>lizbeth<EOS>    ,girl,"['l', 'i', 'z', 'b', 'e', 't', 'h']",7,0.0,"[1, 14, 11, 28, 4, 7, 22, 10, 2, 0, 0, 0, 0]"
6597,<SOS>kaliyah<EOS>    ,girl,"['k', 'a', 'l', 'i', 'y', 'a', 'h']",7,0.0,"[1, 13, 3, 14, 11, 27, 3, 10, 2, 0, 0, 0, 0]"
59,<SOS>paul<EOS>       ,boy,"['p', 'a', 'u', 'l']",4,1.0,"[1, 18, 3, 23, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
5331,<SOS>valarie<EOS>    ,girl,"['v', 'a', 'l', 'a', 'r', 'i', 'e']",7,0.0,"[1, 24, 3, 14, 3, 20, 11, 7, 2, 0, 0, 0, 0]"
6694,<SOS>leyla<EOS>      ,girl,"['l', 'e', 'y', 'l', 'a']",5,0.0,"[1, 14, 7, 27, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
5772,<SOS>tawanna<EOS>    ,girl,"['t', 'a', 'w', 'a', 'n', 'n', 'a']",7,0.0,"[1, 22, 3, 25, 3, 16, 16, 3, 2, 0, 0, 0, 0]"
4151,<SOS>dulcie<EOS>     ,girl,"['d', 'u', 'l', 'c', 'i', 'e']",6,0.0,"[1, 6, 23, 14, 5, 11, 7, 2, 0, 0, 0, 0, 0]"
6333,<SOS>breonna<EOS>    ,girl,"['b', 'r', 'e', 'o', 'n', 'n', 'a']",7,0.0,"[1, 4, 20, 7, 17, 16, 16, 3, 2, 0, 0, 0, 0]"
105,<SOS>dennis<EOS>     ,boy,"['d', 'e', 'n', 'n', 'i', 's']",6,1.0,"[1, 6, 7, 16, 16, 11, 21, 2, 0, 0, 0, 0, 0]"
6062,<SOS>chelsey<EOS>    ,girl,"['c', 'h', 'e', 'l', 's', 'e', 'y']",7,0.0,"[1, 5, 10, 7, 14, 21, 7, 27, 2, 0, 0, 0, 0]"
5744,<SOS>jada<EOS>       ,girl,"['j', 'a', 'd', 'a']",4,0.0,"[1, 12, 3, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
4369,<SOS>vashti<EOS>     ,girl,"['v', 'a', 's', 'h', 't', 'i']",6,0.0,"[1, 24, 3, 21, 10, 22, 11, 2, 0, 0, 0, 0, 0]"
5664,<SOS>latonia<EOS>    ,girl,"['l', 'a', 't', 'o', 'n', 'i', 'a']",7,0.0,"[1, 14, 3, 22, 17, 16, 11, 3, 2, 0, 0, 0, 0]"
6499,<SOS>jaida<EOS>      ,girl,"['j', 'a', 'i', 'd', 'a']",5,0.0,"[1, 12, 3, 11, 6, 3, 2, 0, 0, 0, 0, 0, 0]"
4451,<SOS>arkie<EOS>      ,girl,"['a', 'r', 'k', 'i', 'e']",5,0.0,"[1, 3, 20, 13, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
1213,<SOS>rome<EOS>       ,boy,"['r', 'o', 'm', 'e']",4,1.0,"[1, 20, 17, 15, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
